title,industry,ai_approved,ai_reason,judged_at
Access Route,cybersecurity,True,,2026-08-18T07:43:20.334023+09:00
Access Scale,cybersecurity,True,,2026-08-18T07:43:20.334023+09:00
Access Scheduler,,True,,2026-08-17T23:28:06.508675+09:00
Access Scope,,True,,2026-08-17T21:37:26.190503+09:00
Access Sentry,,True,,2026-08-17T20:46:49.856300+09:00
Access Signal,,True,,2026-08-17T21:40:49.556938+09:00
Access Station,cybersecurity,True,,2026-08-18T07:43:20.334023+09:00
Access Studio,cybersecurity,True,,2026-08-18T07:43:20.334023+09:00
Access Suite,,True,,2026-08-17T23:27:38.183762+09:00
Access Sync,,True,,2026-08-17T20:42:10.144192+09:00
Access Terminal,cybersecurity,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=cybersecurity",2026-08-18T07:43:20.334023+09:00
Access Tracker,,True,,2026-08-17T20:43:01.991108+09:00
Access Trail,cybersecurity,True,,2026-08-18T07:43:20.334023+09:00
Access Vault,,True,,2026-08-17T20:36:06.570384+09:00
Access Watch,,True,,2026-08-17T21:38:35.218560+09:00
Access Wave,,True,,2026-08-17T21:33:17.550972+09:00
Access Zone,cybersecurity,True,,2026-08-18T07:43:20.334023+09:00
Accrual Anchor,,True,,2026-08-17T21:36:07.544663+09:00
Accrual Assistant,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Atlas,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Base,,True,,2026-08-17T20:40:48.754907+09:00
Accrual Beacon,,True,,2026-08-17T21:41:44.845375+09:00
Accrual Board,,True,,2026-08-17T20:38:11.520193+09:00
Accrual Bridge,,True,,2026-08-17T21:37:05.127331+09:00
Accrual Cascade,,True,,2026-08-17T21:38:15.647846+09:00
Accrual Center,,True,,2026-08-17T20:32:21.226449+09:00
Accrual Chain,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Cockpit,,True,,2026-08-17T23:27:29.516151+09:00
Accrual Companion,,True,,2026-08-17T23:10:04.608173+09:00
Accrual Compass,finance,True,,2026-08-18T07:51:55.730113+09:00
Accrual Console,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Core,,True,,2026-08-17T20:39:59.910293+09:00
Accrual Dashboard,,True,,2026-08-17T23:15:12.775041+09:00
Accrual Deck,,True,,2026-08-17T20:37:16.947301+09:00
Accrual Desk,,True,,2026-08-17T20:34:48.922886+09:00
Accrual Dial,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Dock,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Engine,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Flow,,True,,2026-08-17T20:37:45.876313+09:00
Accrual Forge,,True,,2026-08-17T21:39:44.948189+09:00
Accrual Frame,,True,,2026-08-17T20:41:33.336783+09:00
Accrual Gate,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Grid,,True,,2026-08-17T21:30:38.829852+09:00
Accrual Guard,,True,,2026-08-17T20:40:24.654920+09:00
Accrual Hub,,True,,2026-08-17T20:36:48.387810+09:00
Accrual Insight,,True,,2026-08-17T23:27:17.370245+09:00
Accrual Keeper,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Lab,,True,,2026-08-17T20:35:18.626237+09:00
Accrual Ledger,,True,,2026-08-17T20:39:06.787331+09:00
Accrual Lens,,True,,2026-08-17T20:42:18.152107+09:00
Accrual Lock,,True,,2026-08-17T20:44:09.032273+09:00
Accrual Loop,,True,,2026-08-17T21:31:46.266854+09:00
Accrual Manager,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Map,,True,,2026-08-17T20:43:15.863986+09:00
Accrual Meter,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Metrics,,True,,2026-08-17T23:08:23.954708+09:00
Accrual Monitor,,True,,2026-08-17T23:13:36.575210+09:00
Accrual Navigator,,True,,2026-08-17T23:27:45.087946+09:00
Accrual Nexus,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Node,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Ops,,True,,2026-08-17T23:04:23.573644+09:00
Accrual Organizer,,True,,2026-08-17T23:27:00.420532+09:00
Accrual Panel,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Path,,True,,2026-08-17T20:45:55.190861+09:00
Accrual Pilot,,True,,2026-08-17T20:35:50.076535+09:00
Accrual Planner,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Point,,True,,2026-08-17T20:45:09.617976+09:00
Accrual Portal,finance,True,,2026-08-18T07:51:55.730113+09:00
Accrual Pulse,,True,,2026-08-17T20:48:21.583177+09:00
Accrual Radar,,True,,2026-08-17T20:33:59.012811+09:00
Accrual Rail,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Register,,True,,2026-08-17T23:27:58.060156+09:00
Accrual Relay,,True,,2026-08-17T20:32:55.422953+09:00
Accrual Ring,finance,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Accrual Route,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Scale,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Scheduler,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Scope,,True,,2026-08-17T21:33:00.443260+09:00
Accrual Sentry,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Signal,,True,,2026-08-17T21:35:02.943607+09:00
Accrual Station,,True,,2026-08-17T20:34:23.568448+09:00
Accrual Studio,,True,,2026-08-17T20:36:17.521162+09:00
Accrual Suite,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Sync,,True,,2026-08-17T20:38:36.286112+09:00
Accrual Terminal,finance,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(finance)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Accrual Tracker,,True,,2026-08-17T20:39:31.272188+09:00
Accrual Trail,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Vault,,True,,2026-08-17T20:31:46.547401+09:00
Accrual Watch,,True,,2026-08-17T21:33:59.802696+09:00
Accrual Wave,,True,,2026-08-17T20:47:04.642239+09:00
Accrual Zone,finance,True,,2026-08-18T07:51:55.730113+09:00
Activation Anchor,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Assistant,,True,,2026-08-17T23:12:38.430162+09:00
Activation Atlas,,True,,2026-08-17T21:39:15.761980+09:00
Activation Base,,True,,2026-08-17T21:35:08.893531+09:00
Activation Beacon,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Board,,True,,2026-08-17T21:31:54.606698+09:00
Activation Bridge,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Cascade,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Center,,True,,2026-08-17T20:44:14.789024+09:00
Activation Chain,,True,,2026-08-17T20:33:36.115262+09:00
Activation Cockpit,,True,,2026-08-17T23:33:38.106132+09:00
Activation Companion,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Compass,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Console,,True,,2026-08-17T20:41:41.231730+09:00
Activation Core,,True,,2026-08-17T21:34:05.861065+09:00
Activation Dashboard,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Deck,,True,,2026-08-17T21:30:45.538595+09:00
Activation Desk,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Dial,,True,,2026-08-17T20:40:05.754832+09:00
Activation Dock,,True,,2026-08-17T20:36:21.712002+09:00
Activation Engine,,True,,2026-08-17T23:32:45.524936+09:00
Activation Flow,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Forge,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Frame,,True,,2026-08-17T21:36:17.240271+09:00
Activation Gate,telecom,True,,2026-08-18T07:51:55.730113+09:00
Activation Grid,,True,,2026-08-17T20:34:07.278551+09:00
Activation Guard,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Hub,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Insight,,True,,2026-08-17T23:33:22.514665+09:00
Activation Keeper,,True,,2026-08-17T21:36:40.900045+09:00
Activation Lab,,True,,2026-08-17T20:47:13.736905+09:00
Activation Ledger,,True,,2026-08-17T21:33:05.832312+09:00
Activation Lens,,True,,2026-08-17T21:37:17.917122+09:00
Activation Lock,,True,,2026-08-17T21:40:37.066671+09:00
Activation Loop,,True,,2026-08-17T20:34:55.202462+09:00
Activation Manager,,True,,2026-08-17T21:35:41.309233+09:00
Activation Map,,True,,2026-08-17T21:38:24.477715+09:00
Activation Meter,,True,,2026-08-17T20:39:12.627798+09:00
Activation Metrics,,True,,2026-08-17T23:09:05.527725+09:00
Activation Monitor,,True,,2026-08-17T23:14:19.543456+09:00
Activation Navigator,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Nexus,,True,,2026-08-17T21:41:19.053416+09:00
Activation Node,telecom,True,,2026-08-18T07:51:55.730113+09:00
Activation Ops,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Organizer,,True,,2026-08-17T23:33:09.699963+09:00
Activation Panel,,True,,2026-08-17T20:40:51.053535+09:00
Activation Path,telecom,True,,2026-08-18T07:51:55.730113+09:00
Activation Pilot,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Planner,,True,,2026-08-17T23:32:58.780092+09:00
Activation Point,,True,,2026-08-17T21:41:49.444267+09:00
Activation Portal,,True,,2026-08-17T20:42:22.378966+09:00
Activation Pulse,,True,,2026-08-17T20:33:05.160713+09:00
Activation Radar,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Rail,,True,,2026-08-17T20:35:25.429619+09:00
Activation Register,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Relay,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Ring,telecom,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Activation Route,,True,,2026-08-17T20:37:21.758511+09:00
Activation Scale,,True,,2026-08-17T20:38:14.865229+09:00
Activation Scheduler,,True,,2026-08-17T23:07:26.971457+09:00
Activation Scope,,True,,2026-08-17T20:35:55.625501+09:00
Activation Sentry,,True,,2026-08-17T21:37:49.733247+09:00
Activation Signal,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Station,,True,,2026-08-17T20:46:01.536512+09:00
Activation Studio,,True,,2026-08-17T20:48:29.594833+09:00
Activation Suite,,True,,2026-08-17T23:05:32.537259+09:00
Activation Sync,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Terminal,telecom,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(telecom)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Activation Tracker,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Trail,,True,,2026-08-17T20:34:31.529799+09:00
Activation Vault,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Watch,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Wave,,True,,2026-08-17T20:31:55.017364+09:00
Activation Zone,,True,,2026-08-17T20:43:22.316757+09:00
Actuary Anchor,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Assistant,,True,,2026-08-17T23:11:21.548397+09:00
Actuary Atlas,,True,,2026-08-17T20:45:10.862003+09:00
Actuary Base,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Beacon,insurance,True,,2026-08-18T07:51:55.730113+09:00
Actuary Board,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Bridge,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Cascade,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Center,,True,,2026-08-17T20:34:02.071546+09:00
Actuary Chain,,True,,2026-08-17T21:31:52.108049+09:00
Actuary Cockpit,,True,,2026-08-17T23:31:23.198788+09:00
Actuary Companion,,True,,2026-08-17T23:09:27.800960+09:00
Actuary Compass,,True,,2026-08-17T20:32:23.142780+09:00
Actuary Console,insurance,True,,2026-08-18T07:51:55.730113+09:00
Actuary Core,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Dashboard,,True,,2026-08-17T23:14:36.904616+09:00
Actuary Deck,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Desk,,True,,2026-08-17T20:36:18.497930+09:00
Actuary Dial,,True,,2026-08-17T21:39:57.727763+09:00
Actuary Dock,,True,,2026-08-17T21:35:06.399475+09:00
Actuary Engine,,True,,2026-08-17T23:30:14.406427+09:00
Actuary Flow,,True,,2026-08-17T20:39:09.333217+09:00
Actuary Forge,insurance,True,,2026-08-18T07:51:55.730113+09:00
Actuary Frame,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Gate,,True,,2026-08-17T20:47:07.356899+09:00
Actuary Grid,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Guard,,True,,2026-08-17T20:41:38.152103+09:00
Actuary Hub,,True,,2026-08-17T20:38:12.491374+09:00
Actuary Insight,,True,,2026-08-17T23:31:05.763784+09:00
Actuary Keeper,,True,,2026-08-17T20:43:16.751377+09:00
Actuary Lab,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Ledger,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Lens,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Lock,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Loop,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Manager,,True,,2026-08-17T20:42:19.428112+09:00
Actuary Map,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Meter,,True,,2026-08-17T21:38:18.723173+09:00
Actuary Metrics,,True,,2026-08-17T23:07:43.866571+09:00
Actuary Monitor,,True,,2026-08-17T23:12:59.903146+09:00
Actuary Navigator,,True,,2026-08-17T23:31:38.790135+09:00
Actuary Nexus,,True,,2026-08-17T20:45:56.929111+09:00
Actuary Node,,True,,2026-08-17T20:48:26.612997+09:00
Actuary Ops,,True,,2026-08-17T23:03:48.755656+09:00
Actuary Organizer,,True,,2026-08-17T23:30:43.619577+09:00
Actuary Panel,,True,,2026-08-17T21:41:47.180143+09:00
Actuary Path,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Pilot,,True,,2026-08-17T20:37:18.091212+09:00
Actuary Planner,,True,,2026-08-17T23:30:28.172183+09:00
Actuary Point,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Portal,,True,,2026-08-17T20:31:49.556843+09:00
Actuary Pulse,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Radar,,True,,2026-08-17T20:35:20.751202+09:00
Actuary Rail,,True,,2026-08-17T21:34:01.777052+09:00
Actuary Register,,True,,2026-08-17T23:31:54.862824+09:00
Actuary Relay,,True,,2026-08-17T20:34:25.476328+09:00
Actuary Ring,insurance,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Actuary Route,,True,,2026-08-17T21:36:10.133574+09:00
Actuary Scale,,True,,2026-08-17T21:37:08.932405+09:00
Actuary Scheduler,,True,,2026-08-17T23:05:57.160852+09:00
Actuary Scope,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Sentry,,True,,2026-08-17T20:44:10.950266+09:00
Actuary Signal,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Station,,True,,2026-08-17T20:35:51.368204+09:00
Actuary Studio,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Suite,,True,,2026-08-17T23:04:07.422993+09:00
Actuary Sync,,True,,2026-08-17T20:40:03.112671+09:00
Actuary Terminal,insurance,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(insurance)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Actuary Tracker,,True,,2026-08-17T20:40:49.686418+09:00
Actuary Trail,,True,,2026-08-17T21:33:02.340741+09:00
Actuary Vault,,True,,2026-08-17T20:33:31.328442+09:00
Actuary Watch,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Wave,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Zone,,True,,2026-08-17T20:32:58.642411+09:00
Adherence Anchor,,True,,2026-08-17T23:27:53.024871+09:00
Adherence Assistant,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Atlas,,True,,2026-08-17T23:33:15.463532+09:00
Adherence Base,,True,,2026-08-17T23:29:55.087176+09:00
Adherence Beacon,,True,,2026-08-17T23:27:26.699527+09:00
Adherence Board,,True,,2026-08-17T23:11:16.019102+09:00
Adherence Bridge,,True,,2026-08-17T23:10:00.779750+09:00
Adherence Cascade,,True,,2026-08-17T23:27:42.956477+09:00
Adherence Center,,True,,2026-08-17T23:07:36.976637+09:00
Adherence Chain,,True,,2026-08-17T23:12:30.403803+09:00
Adherence Cockpit,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Companion,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Compass,,True,,2026-08-17T23:08:17.909902+09:00
Adherence Console,,True,,2026-08-17T23:31:33.228756+09:00
Adherence Core,,True,,2026-08-17T23:04:01.438390+09:00
Adherence Dashboard,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Deck,,True,,2026-08-17T23:30:24.350682+09:00
Adherence Desk,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Dial,,True,,2026-08-17T23:31:48.177682+09:00
Adherence Dock,,True,,2026-08-17T23:32:27.078253+09:00
Adherence Engine,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Flow,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Forge,,True,,2026-08-17T23:15:07.247244+09:00
Adherence Frame,,True,,2026-08-17T23:09:40.999221+09:00
Adherence Gate,,True,,2026-08-17T23:33:04.806706+09:00
Adherence Grid,,True,,2026-08-17T23:06:09.735984+09:00
Adherence Guard,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Hub,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Insight,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Keeper,,True,,2026-08-17T23:33:31.331574+09:00
Adherence Lab,,True,,2026-08-17T23:30:39.559752+09:00
Adherence Ledger,,True,,2026-08-17T23:30:11.118322+09:00
Adherence Lens,,True,,2026-08-17T23:29:38.825411+09:00
Adherence Lock,,True,,2026-08-17T23:29:20.352796+09:00
Adherence Loop,,True,,2026-08-17T23:28:25.880563+09:00
Adherence Manager,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Map,,True,,2026-08-17T23:14:51.389027+09:00
Adherence Meter,,True,,2026-08-17T23:03:41.404316+09:00
Adherence Metrics,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Monitor,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Navigator,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Nexus,,True,,2026-08-17T23:14:10.961193+09:00
Adherence Node,,True,,2026-08-17T23:07:13.674847+09:00
Adherence Ops,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Organizer,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Panel,,True,,2026-08-17T23:09:22.045461+09:00
Adherence Path,,True,,2026-08-17T23:29:03.554808+09:00
Adherence Pilot,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Planner,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Point,,True,,2026-08-17T23:07:56.377169+09:00
Adherence Portal,,True,,2026-08-17T23:14:31.375028+09:00
Adherence Pulse,,True,,2026-08-17T23:28:46.712952+09:00
Adherence Radar,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Rail,,True,,2026-08-17T23:05:24.872109+09:00
Adherence Register,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Relay,,True,,2026-08-17T23:13:32.470918+09:00
Adherence Ring,pharmacy,False,TITLE_UNCLEAR: 기능어 자리의 'Ring'은 추상적이라 어떤 SaaS 기능인지 연상 안 됨(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Adherence Route,,True,,2026-08-17T23:10:55.434729+09:00
Adherence Scale,,True,,2026-08-17T23:32:11.092346+09:00
Adherence Scheduler,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Scope,,True,,2026-08-17T23:11:35.407010+09:00
Adherence Sentry,,True,,2026-08-17T23:08:58.203851+09:00
Adherence Signal,,True,,2026-08-17T23:04:19.754704+09:00
Adherence Station,,True,,2026-08-17T23:12:55.157000+09:00
Adherence Studio,,True,,2026-08-17T23:05:47.972316+09:00
Adherence Suite,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Sync,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Terminal,pharmacy,False,TITLE_UNCLEAR: 기능어 자리의 'Terminal'은 운송/해운/항공/물류 외 업계(pharmacy)와 결합 시 의미가 맞지 않음(기존 규칙 재적용),2026-08-18T07:51:55.730113+09:00
Adherence Tracker,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Trail,,True,,2026-08-17T23:32:40.699548+09:00
Adherence Vault,,True,,2026-08-17T23:27:13.113305+09:00
Adherence Watch,,True,,2026-08-17T23:28:07.981645+09:00
Adherence Wave,,True,,2026-08-17T23:13:13.553145+09:00
Adherence Zone,,True,,2026-08-17T23:31:17.212800+09:00
Adjuster Anchor,,True,,2026-08-17T20:39:21.363517+09:00
Adjuster Assistant,,True,,2026-08-17T23:06:06.115551+09:00
Adjuster Atlas,,True,,2026-08-17T21:40:59.899740+09:00
Adjuster Base,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Beacon,,True,,2026-08-17T20:42:40.071307+09:00
Adjuster Board,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Bridge,,True,,2026-08-17T20:40:17.203996+09:00
Adjuster Cascade,,True,,2026-08-17T20:41:01.819842+09:00
Adjuster Center,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Chain,,True,,2026-08-17T20:34:17.127214+09:00
Adjuster Cockpit,,True,,2026-08-17T23:29:37.041815+09:00
Adjuster Companion,,True,,2026-08-17T23:04:01.438390+09:00
Adjuster Compass,,True,,2026-08-17T20:43:32.566232+09:00
Adjuster Console,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Core,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Dashboard,,True,,2026-08-17T23:09:40.999221+09:00
Adjuster Deck,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Desk,,True,,2026-08-17T20:47:28.313560+09:00
Adjuster Dial,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Dock,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Engine,,True,,2026-08-17T23:28:22.691550+09:00
Adjuster Flow,,True,,2026-08-17T21:32:11.115049+09:00
Adjuster Forge,,True,,2026-08-17T20:41:53.253624+09:00
Adjuster Frame,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Gate,insurance,True,,2026-08-18T07:51:55.730113+09:00
Adjuster Grid,,True,,2026-08-17T20:34:42.726088+09:00
Adjuster Guard,,True,,2026-08-17T21:35:20.515813+09:00
Adjuster Hub,,True,,2026-08-17T21:31:00.206645+09:00
Adjuster Insight,,True,,2026-08-17T23:29:20.352796+09:00
Adjuster Keeper,,True,,2026-08-17T21:37:32.627735+09:00
Adjuster Lab,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Ledger,insurance,True,,2026-08-18T07:43:20.334023+09:00
