title,industry,ai_approved,ai_reason,judged_at
Accrual Scale,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Scheduler,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Sentry,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Suite,finance,True,,2026-08-18T07:43:20.334023+09:00
Accrual Trail,finance,True,,2026-08-18T07:43:20.334023+09:00
Activation Anchor,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Beacon,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Bridge,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Cascade,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Companion,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Compass,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Dashboard,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Desk,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Flow,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Forge,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Guard,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Hub,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Navigator,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Ops,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Pilot,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Radar,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Register,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Relay,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Signal,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Sync,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Tracker,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Vault,telecom,True,,2026-08-18T07:43:20.334023+09:00
Activation Watch,telecom,True,,2026-08-18T07:43:20.334023+09:00
Actuary Anchor,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Base,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Board,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Bridge,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Cascade,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Core,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Deck,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Frame,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Grid,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Lab,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Ledger,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Lens,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Lock,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Loop,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Map,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Path,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Point,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Pulse,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Scope,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Signal,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Studio,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Watch,insurance,True,,2026-08-18T07:43:20.334023+09:00
Actuary Wave,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adherence Assistant,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Cockpit,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Companion,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Dashboard,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Desk,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Engine,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Flow,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Guard,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Hub,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Insight,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Manager,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Metrics,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Monitor,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Navigator,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Ops,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Organizer,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Pilot,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Planner,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Radar,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Register,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Scheduler,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Suite,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Sync,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adherence Tracker,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Base,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Board,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Center,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Console,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Core,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Deck,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Dial,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Dock,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Frame,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Lab,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Ledger,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Lens,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Lock,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Map,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Meter,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Panel,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Portal,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Rail,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Route,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Scale,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Station,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Studio,insurance,True,,2026-08-18T07:43:20.334023+09:00
Adjuster Terminal,insurance,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=insurance",2026-08-18T07:43:20.334023+09:00
Adjuster Zone,insurance,True,,2026-08-18T07:43:20.334023+09:00
Admission Base,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Board,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Center,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Chain,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Console,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Core,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Deck,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Dial,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Dock,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Lab,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Ledger,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Meter,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Panel,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Portal,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Rail,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Ring,senior_care,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Admission Route,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Scale,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Station,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Studio,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Terminal,senior_care,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=senior_care",2026-08-18T07:43:20.334023+09:00
Admission Trail,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Admission Zone,senior_care,True,,2026-08-18T07:43:20.334023+09:00
Advisor Assistant,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Atlas,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Chain,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Cockpit,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Companion,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Dashboard,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Engine,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Gate,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Insight,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Keeper,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Manager,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Metrics,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Monitor,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Navigator,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Nexus,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Node,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Organizer,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Planner,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Register,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Ring,education,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Advisor Scheduler,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Sentry,education,True,,2026-08-18T07:43:20.334023+09:00
Advisor Suite,education,True,,2026-08-18T07:43:20.334023+09:00
Agenda Anchor,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Base,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Board,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Bridge,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Cascade,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Core,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Deck,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Forge,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Frame,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Grid,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Lab,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Ledger,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Lens,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Lock,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Loop,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Map,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Path,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Point,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Pulse,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Scope,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Signal,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Studio,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Watch,events,True,,2026-08-18T07:43:20.334023+09:00
Agenda Wave,events,True,,2026-08-18T07:43:20.334023+09:00
Allergen Anchor,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Beacon,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Bridge,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Cascade,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Compass,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Desk,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Flow,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Forge,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Grid,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Hub,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Loop,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Path,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Pilot,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Point,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Pulse,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Radar,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Relay,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Scope,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Signal,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Sync,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Vault,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Watch,food_service,True,,2026-08-18T07:43:20.334023+09:00
Allergen Wave,food_service,True,,2026-08-18T07:43:20.334023+09:00
Alteration Assistant,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Atlas,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Cockpit,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Companion,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Dashboard,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Engine,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Gate,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Guard,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Insight,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Keeper,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Manager,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Metrics,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Monitor,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Navigator,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Nexus,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Ops,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Organizer,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Planner,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Register,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Scheduler,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Sentry,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Suite,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alteration Tracker,laundry_dry_cleaning,True,,2026-08-18T07:43:20.334023+09:00
Alumni Base,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Board,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Center,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Chain,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Console,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Core,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Deck,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Dial,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Dock,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Frame,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Lab,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Ledger,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Meter,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Panel,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Portal,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Rail,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Route,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Scale,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Station,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Studio,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Terminal,education,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=education",2026-08-18T07:43:20.334023+09:00
Alumni Trail,education,True,,2026-08-18T07:43:20.334023+09:00
Alumni Zone,education,True,,2026-08-18T07:43:20.334023+09:00
Amenity Base,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Board,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Center,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Chain,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Console,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Core,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Deck,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Dial,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Dock,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Lab,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Ledger,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Meter,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Node,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Panel,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Portal,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Rail,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Ring,hospitality,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Amenity Route,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Scale,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Station,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Studio,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Terminal,hospitality,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=hospitality",2026-08-18T07:43:20.334023+09:00
Amenity Trail,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Amenity Zone,hospitality,True,,2026-08-18T07:43:20.334023+09:00
Appointment Anchor,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Atlas,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Base,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Beacon,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Board,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Bridge,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Cascade,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Center,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Chain,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Cockpit,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Companion,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Compass,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Console,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Core,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Dashboard,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Deck,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Desk,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Dial,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Dock,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Engine,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Flow,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Forge,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Frame,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Gate,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Grid,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Guard,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Hub,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Insight,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Keeper,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Lab,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Ledger,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Lens,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Lock,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Loop,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Manager,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Map,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Meter,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Metrics,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Monitor,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Navigator,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Nexus,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Node,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Ops,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Organizer,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Panel,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Path,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Pilot,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Planner,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Point,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Portal,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Pulse,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Radar,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Rail,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Register,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Relay,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Ring,salon_spa,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Appointment Route,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Scale,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Scheduler,healthcare,True,,2026-08-18T07:43:20.334023+09:00
Appointment Scope,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Sentry,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Signal,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Station,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Studio,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Suite,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Sync,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Terminal,salon_spa,False,Terminal은 운송/해운/항공/물류 업계 외에는 의미가 맞지 않음(salon_spa),2026-08-18T01:30:57.525706+09:00
Appointment Tracker,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Trail,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Appointment Vault,dental,True,,2026-08-18T07:43:20.334023+09:00
Appointment Watch,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Wave,veterinary,True,,2026-08-18T07:43:20.334023+09:00
Appointment Zone,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
